2025-02-03 21:24:49.377 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-03 21:24:49.380 | INFO     | __main__:<module>:50 - Project root: C:\Projects\buzzline-04-hudson
2025-02-03 21:24:49.380 | INFO     | __main__:<module>:54 - Data folder: C:\Projects\buzzline-04-hudson\data
2025-02-03 21:24:49.380 | INFO     | __main__:<module>:58 - Data file: C:\Projects\buzzline-04-hudson\data\buzz_live.json
2025-02-03 21:24:49.380 | INFO     | __main__:main:125 - START producer...
2025-02-03 21:24:49.380 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-03 21:24:49.380 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-03 21:24:49.380 | INFO     | __main__:main:134 - {'message': 'I just shared a meme! It was amazing.', 'author': 'Charlie'}
2025-02-03 21:24:52.382 | INFO     | __main__:main:134 - {'message': 'I just shared a story! It was amazing.', 'author': 'Alice'}
2025-02-03 21:24:55.445 | INFO     | __main__:main:134 - {'message': 'I just saw a meme! It was boring.', 'author': 'Bob'}
2025-02-03 21:24:58.448 | INFO     | __main__:main:134 - {'message': 'I just saw a story! It was exciting.', 'author': 'Alice'}
2025-02-03 21:25:01.451 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was boring.', 'author': 'Charlie'}
2025-02-03 21:25:04.452 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was exciting.', 'author': 'Eve'}
2025-02-03 21:25:07.454 | INFO     | __main__:main:134 - {'message': 'I just found a story! It was amazing.', 'author': 'Charlie'}
2025-02-03 21:25:10.455 | INFO     | __main__:main:134 - {'message': 'I just found a story! It was boring.', 'author': 'Alice'}
2025-02-03 21:25:13.457 | INFO     | __main__:main:134 - {'message': 'I just loved an app! It was weird.', 'author': 'Alice'}
2025-02-03 21:25:16.461 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was exciting.', 'author': 'Charlie'}
2025-02-03 21:25:19.464 | INFO     | __main__:main:134 - {'message': 'I just found a movie! It was boring.', 'author': 'Charlie'}
2025-02-03 21:25:22.466 | INFO     | __main__:main:134 - {'message': 'I just saw a story! It was funny.', 'author': 'Bob'}
2025-02-03 21:25:25.467 | INFO     | __main__:main:134 - {'message': 'I just saw a meme! It was boring.', 'author': 'Bob'}
2025-02-03 21:25:28.470 | INFO     | __main__:main:134 - {'message': 'I just loved a story! It was funny.', 'author': 'Alice'}
2025-02-03 21:25:31.473 | INFO     | __main__:main:134 - {'message': 'I just tried a movie! It was exciting.', 'author': 'Bob'}
2025-02-03 21:25:34.476 | INFO     | __main__:main:134 - {'message': 'I just tried a trick! It was weird.', 'author': 'Alice'}
2025-02-03 21:25:37.479 | INFO     | __main__:main:134 - {'message': 'I just saw a movie! It was exciting.', 'author': 'Alice'}
2025-02-03 21:25:40.482 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was exciting.', 'author': 'Bob'}
2025-02-03 21:25:43.504 | INFO     | __main__:main:134 - {'message': 'I just tried a story! It was weird.', 'author': 'Bob'}
2025-02-03 21:25:46.526 | INFO     | __main__:main:134 - {'message': 'I just loved a movie! It was weird.', 'author': 'Alice'}
